pred,obs,N,S,rowIndex,mtry,Resample
S,N,0.294,0.706,111,2,Fold10.Rep1
N,N,0.894,0.106,128,2,Fold10.Rep1
N,N,0.894,0.106,140,2,Fold10.Rep1
N,N,0.974,0.026,144,2,Fold10.Rep1
S,S,0.294,0.706,148,2,Fold10.Rep1
S,S,0.294,0.706,167,2,Fold10.Rep1
N,S,0.882,0.118,191,2,Fold10.Rep1
N,S,0.974,0.026,197,2,Fold10.Rep1
N,S,0.998,0.002,198,2,Fold10.Rep1
N,S,0.886,0.114,204,2,Fold10.Rep1
N,N,0.876,0.124,8,2,Fold01.Rep2
N,N,0.85,0.15,16,2,Fold01.Rep2
N,N,0.85,0.15,17,2,Fold01.Rep2
N,N,0.962,0.038,26,2,Fold01.Rep2
N,N,0.52,0.48,34,2,Fold01.Rep2
N,N,0.85,0.15,48,2,Fold01.Rep2
N,N,0.542,0.458,64,2,Fold01.Rep2
N,N,0.994,0.006,70,2,Fold01.Rep2
N,N,0.53,0.47,90,2,Fold01.Rep2
N,N,0.85,0.15,120,2,Fold01.Rep2
N,N,0.992,0.008,123,2,Fold01.Rep2
N,N,0.972,0.028,126,2,Fold01.Rep2
N,N,0.53,0.47,132,2,Fold01.Rep2
N,N,0.85,0.15,139,2,Fold01.Rep2
N,N,0.876,0.124,142,2,Fold01.Rep2
N,S,0.774,0.226,145,2,Fold01.Rep2
N,S,0.996,0.004,146,2,Fold01.Rep2
S,S,0.408,0.592,167,2,Fold01.Rep2
N,S,0.996,0.004,168,2,Fold01.Rep2
N,S,0.996,0.004,170,2,Fold01.Rep2
N,S,0.994,0.006,198,2,Fold01.Rep2
N,N,0.93,0.07,7,2,Fold02.Rep2
N,N,0.98,0.02,11,2,Fold02.Rep2
N,N,1,0,24,2,Fold02.Rep2
N,N,0.794,0.206,31,2,Fold02.Rep2
N,N,0.794,0.206,36,2,Fold02.Rep2
N,N,0.966,0.034,61,2,Fold02.Rep2
N,N,0.914,0.086,71,2,Fold02.Rep2
N,N,0.934,0.066,83,2,Fold02.Rep2
N,N,0.994,0.006,98,2,Fold02.Rep2
N,N,0.932,0.068,99,2,Fold02.Rep2
N,N,0.99,0.01,103,2,Fold02.Rep2
N,N,1,0,119,2,Fold02.Rep2
N,N,0.99,0.01,129,2,Fold02.Rep2
N,N,0.77,0.23,136,2,Fold02.Rep2
N,S,0.75,0.25,150,2,Fold02.Rep2
N,S,0.996,0.004,155,2,Fold02.Rep2
N,S,0.99,0.01,158,2,Fold02.Rep2
N,S,0.98,0.02,175,2,Fold02.Rep2
S,S,0.444,0.556,179,2,Fold02.Rep2
N,S,0.934,0.066,183,2,Fold02.Rep2
N,N,0.954,0.046,6,2,Fold03.Rep2
N,N,0.982,0.018,13,2,Fold03.Rep2
N,N,0.87,0.13,18,2,Fold03.Rep2
N,N,0.922,0.078,22,2,Fold03.Rep2
S,N,0.228,0.772,32,2,Fold03.Rep2
N,N,0.966,0.034,47,2,Fold03.Rep2
N,N,1,0,56,2,Fold03.Rep2
N,N,0.558,0.442,59,2,Fold03.Rep2
N,N,0.93,0.07,62,2,Fold03.Rep2
N,N,0.93,0.07,84,2,Fold03.Rep2
N,N,0.558,0.442,107,2,Fold03.Rep2
N,N,0.642,0.358,110,2,Fold03.Rep2
N,N,1,0,112,2,Fold03.Rep2
N,N,1,0,127,2,Fold03.Rep2
N,N,0.982,0.018,144,2,Fold03.Rep2
N,S,0.96,0.04,160,2,Fold03.Rep2
N,S,0.966,0.034,178,2,Fold03.Rep2
N,S,0.922,0.078,190,2,Fold03.Rep2
N,S,0.96,0.04,191,2,Fold03.Rep2
N,S,0.558,0.442,193,2,Fold03.Rep2
N,S,0.982,0.018,197,2,Fold03.Rep2
N,N,1,0,19,2,Fold04.Rep2
N,N,0.914,0.086,25,2,Fold04.Rep2
N,N,0.544,0.456,33,2,Fold04.Rep2
N,N,0.964,0.036,37,2,Fold04.Rep2
N,N,0.772,0.228,44,2,Fold04.Rep2
N,N,0.544,0.456,55,2,Fold04.Rep2
N,N,1,0,57,2,Fold04.Rep2
N,N,0.774,0.226,79,2,Fold04.Rep2
N,N,0.914,0.086,89,2,Fold04.Rep2
N,N,0.774,0.226,108,2,Fold04.Rep2
N,N,0.804,0.196,113,2,Fold04.Rep2
N,N,0.804,0.196,125,2,Fold04.Rep2
N,N,0.938,0.062,130,2,Fold04.Rep2
N,N,0.964,0.036,141,2,Fold04.Rep2
N,S,0.996,0.004,149,2,Fold04.Rep2
N,S,0.996,0.004,157,2,Fold04.Rep2
S,S,0.498,0.502,159,2,Fold04.Rep2
S,S,0.498,0.502,187,2,Fold04.Rep2
N,S,0.86,0.14,200,2,Fold04.Rep2
N,S,0.994,0.006,205,2,Fold04.Rep2
N,N,0.902,0.098,20,2,Fold05.Rep2
S,N,0.498,0.502,28,2,Fold05.Rep2
N,N,1,0,35,2,Fold05.Rep2
N,N,0.954,0.046,38,2,Fold05.Rep2
N,N,0.926,0.074,40,2,Fold05.Rep2
N,N,0.79,0.21,50,2,Fold05.Rep2
N,N,0.902,0.098,68,2,Fold05.Rep2
S,N,0.362,0.638,74,2,Fold05.Rep2
N,N,0.816,0.184,104,2,Fold05.Rep2
N,N,0.816,0.184,105,2,Fold05.Rep2
S,N,0.292,0.708,114,2,Fold05.Rep2
N,N,1,0,115,2,Fold05.Rep2
S,N,0.498,0.502,133,2,Fold05.Rep2
N,N,0.79,0.21,134,2,Fold05.Rep2
S,S,0.292,0.708,148,2,Fold05.Rep2
N,S,0.998,0.002,151,2,Fold05.Rep2
N,S,0.976,0.024,153,2,Fold05.Rep2
N,S,0.998,0.002,180,2,Fold05.Rep2
N,S,0.786,0.214,188,2,Fold05.Rep2
N,S,0.966,0.034,204,2,Fold05.Rep2
N,N,0.868,0.132,1,2,Fold06.Rep2
N,N,0.984,0.016,3,2,Fold06.Rep2
N,N,0.75,0.25,9,2,Fold06.Rep2
N,N,0.974,0.026,21,2,Fold06.Rep2
N,N,0.982,0.018,23,2,Fold06.Rep2
N,N,0.992,0.008,42,2,Fold06.Rep2
N,N,0.75,0.25,49,2,Fold06.Rep2
N,N,0.962,0.038,52,2,Fold06.Rep2
N,N,1,0,60,2,Fold06.Rep2
N,N,0.798,0.202,65,2,Fold06.Rep2
N,N,0.962,0.038,94,2,Fold06.Rep2
N,N,0.75,0.25,95,2,Fold06.Rep2
N,N,1,0,96,2,Fold06.Rep2
S,N,0.27,0.73,102,2,Fold06.Rep2
N,N,0.974,0.026,140,2,Fold06.Rep2
N,S,0.942,0.058,152,2,Fold06.Rep2
N,S,0.798,0.202,156,2,Fold06.Rep2
S,S,0.27,0.73,164,2,Fold06.Rep2
N,S,0.974,0.026,194,2,Fold06.Rep2
N,S,0.984,0.016,195,2,Fold06.Rep2
N,S,0.982,0.018,202,2,Fold06.Rep2
N,S,0.982,0.018,203,2,Fold06.Rep2
N,N,0.982,0.018,5,2,Fold07.Rep2
N,N,0.944,0.056,10,2,Fold07.Rep2
N,N,0.826,0.174,53,2,Fold07.Rep2
N,N,1,0,72,2,Fold07.Rep2
N,N,0.826,0.174,75,2,Fold07.Rep2
N,N,0.848,0.152,76,2,Fold07.Rep2
N,N,0.954,0.046,82,2,Fold07.Rep2
N,N,0.982,0.018,88,2,Fold07.Rep2
N,N,0.752,0.248,91,2,Fold07.Rep2
N,N,0.848,0.152,106,2,Fold07.Rep2
N,N,0.826,0.174,116,2,Fold07.Rep2
N,N,0.944,0.056,118,2,Fold07.Rep2
N,N,0.944,0.056,128,2,Fold07.Rep2
N,N,0.966,0.034,131,2,Fold07.Rep2
S,N,0.362,0.638,137,2,Fold07.Rep2
N,S,1,0,147,2,Fold07.Rep2
N,S,0.982,0.018,163,2,Fold07.Rep2
N,S,0.944,0.056,166,2,Fold07.Rep2
N,S,0.848,0.152,176,2,Fold07.Rep2
N,S,0.862,0.138,181,2,Fold07.Rep2
N,S,0.966,0.034,184,2,Fold07.Rep2
N,N,0.996,0.004,4,2,Fold08.Rep2
N,N,0.996,0.004,12,2,Fold08.Rep2
N,N,0.91,0.09,15,2,Fold08.Rep2
N,N,0.878,0.122,27,2,Fold08.Rep2
N,N,0.996,0.004,41,2,Fold08.Rep2
N,N,0.94,0.06,45,2,Fold08.Rep2
N,N,0.668,0.332,46,2,Fold08.Rep2
N,N,0.98,0.02,69,2,Fold08.Rep2
N,N,0.91,0.09,81,2,Fold08.Rep2
N,N,0.996,0.004,85,2,Fold08.Rep2
N,N,0.998,0.002,86,2,Fold08.Rep2
N,N,0.878,0.122,92,2,Fold08.Rep2
N,N,0.92,0.08,121,2,Fold08.Rep2
N,N,0.878,0.122,124,2,Fold08.Rep2
N,S,0.514,0.486,154,2,Fold08.Rep2
N,S,0.878,0.122,171,2,Fold08.Rep2
N,S,0.996,0.004,177,2,Fold08.Rep2
N,S,0.878,0.122,185,2,Fold08.Rep2
N,S,1,0,189,2,Fold08.Rep2
N,S,0.514,0.486,201,2,Fold08.Rep2
N,N,0.74,0.26,14,2,Fold09.Rep2
N,N,0.584,0.416,39,2,Fold09.Rep2
N,N,0.982,0.018,54,2,Fold09.Rep2
N,N,0.936,0.064,58,2,Fold09.Rep2
N,N,0.936,0.064,63,2,Fold09.Rep2
N,N,0.938,0.062,77,2,Fold09.Rep2
N,N,0.874,0.126,78,2,Fold09.Rep2
N,N,0.874,0.126,80,2,Fold09.Rep2
N,N,0.714,0.286,87,2,Fold09.Rep2
N,N,0.964,0.036,100,2,Fold09.Rep2
N,N,0.74,0.26,117,2,Fold09.Rep2
N,N,0.932,0.068,135,2,Fold09.Rep2
N,N,0.938,0.062,138,2,Fold09.Rep2
N,N,0.658,0.342,143,2,Fold09.Rep2
N,S,1,0,161,2,Fold09.Rep2
N,S,0.874,0.126,162,2,Fold09.Rep2
N,S,0.714,0.286,172,2,Fold09.Rep2
N,S,0.754,0.246,174,2,Fold09.Rep2
N,S,0.85,0.15,186,2,Fold09.Rep2
N,S,0.938,0.062,192,2,Fold09.Rep2
N,N,0.934,0.066,2,2,Fold10.Rep2
N,N,1,0,29,2,Fold10.Rep2
N,N,0.962,0.038,30,2,Fold10.Rep2
N,N,0.938,0.062,43,2,Fold10.Rep2
S,N,0.098,0.902,51,2,Fold10.Rep2
N,N,0.934,0.066,66,2,Fold10.Rep2
S,N,0.098,0.902,67,2,Fold10.Rep2
N,N,0.926,0.074,73,2,Fold10.Rep2
N,N,1,0,93,2,Fold10.Rep2
N,N,0.524,0.476,97,2,Fold10.Rep2
N,N,0.938,0.062,101,2,Fold10.Rep2
N,N,0.96,0.04,109,2,Fold10.Rep2
S,N,0.098,0.902,111,2,Fold10.Rep2
N,N,0.938,0.062,122,2,Fold10.Rep2
N,S,0.96,0.04,165,2,Fold10.Rep2
N,S,0.934,0.066,169,2,Fold10.Rep2
N,S,0.962,0.038,173,2,Fold10.Rep2
N,S,0.934,0.066,182,2,Fold10.Rep2
N,S,1,0,196,2,Fold10.Rep2
N,S,0.96,0.04,199,2,Fold10.Rep2
N,N,0.94,0.06,6,2,Fold01.Rep3
N,N,0.908,0.092,10,2,Fold01.Rep3
N,N,0.892,0.108,18,2,Fold01.Rep3
N,N,0.586,0.414,28,2,Fold01.Rep3
N,N,0.57,0.43,33,2,Fold01.Rep3
N,N,0.94,0.06,38,2,Fold01.Rep3
N,N,0.892,0.108,50,2,Fold01.Rep3
N,N,1,0,60,2,Fold01.Rep3
N,N,0.94,0.06,61,2,Fold01.Rep3
N,N,1,0,72,2,Fold01.Rep3
N,N,0.976,0.024,88,2,Fold01.Rep3
N,N,0.896,0.104,130,2,Fold01.Rep3
N,N,0.642,0.358,136,2,Fold01.Rep3
S,N,0.238,0.762,137,2,Fold01.Rep3
N,S,0.948,0.052,149,2,Fold01.Rep3
N,S,0.892,0.108,152,2,Fold01.Rep3
N,S,0.908,0.092,166,2,Fold01.Rep3
N,S,0.892,0.108,170,2,Fold01.Rep3
N,S,0.94,0.06,177,2,Fold01.Rep3
S,S,0.334,0.666,179,2,Fold01.Rep3
N,S,0.996,0.004,205,2,Fold01.Rep3
N,N,0.768,0.232,2,2,Fold02.Rep3
N,N,0.974,0.026,7,2,Fold02.Rep3
N,N,0.998,0.002,12,2,Fold02.Rep3
N,N,0.998,0.002,35,2,Fold02.Rep3
N,N,0.984,0.016,54,2,Fold02.Rep3
N,N,0.548,0.452,59,2,Fold02.Rep3
N,N,0.976,0.024,63,2,Fold02.Rep3
N,N,0.768,0.232,66,2,Fold02.Rep3
N,N,0.974,0.026,73,2,Fold02.Rep3
N,N,0.768,0.232,106,2,Fold02.Rep3
S,N,0.126,0.874,111,2,Fold02.Rep3
N,N,0.998,0.002,112,2,Fold02.Rep3
S,N,0.126,0.874,114,2,Fold02.Rep3
N,N,0.992,0.008,123,2,Fold02.Rep3
N,S,0.756,0.244,145,2,Fold02.Rep3
N,S,0.974,0.026,157,2,Fold02.Rep3
N,S,0.83,0.17,181,2,Fold02.Rep3
N,S,0.996,0.004,189,2,Fold02.Rep3
N,S,0.964,0.036,190,2,Fold02.Rep3
N,S,0.974,0.026,202,2,Fold02.Rep3
N,N,0.928,0.072,5,2,Fold03.Rep3
N,N,0.996,0.004,14,2,Fold03.Rep3
N,N,0.804,0.196,30,2,Fold03.Rep3
N,N,0.928,0.072,52,2,Fold03.Rep3
N,N,0.804,0.196,53,2,Fold03.Rep3
N,N,0.804,0.196,75,2,Fold03.Rep3
N,N,0.998,0.002,85,2,Fold03.Rep3
N,N,0.998,0.002,93,2,Fold03.Rep3
S,N,0.288,0.712,102,2,Fold03.Rep3
N,N,0.55,0.45,107,2,Fold03.Rep3
N,N,0.91,0.09,109,2,Fold03.Rep3
N,N,0.996,0.004,117,2,Fold03.Rep3
N,N,0.954,0.046,118,2,Fold03.Rep3
N,N,0.928,0.072,126,2,Fold03.Rep3
N,S,0.996,0.004,155,2,Fold03.Rep3
N,S,0.978,0.022,184,2,Fold03.Rep3
N,S,0.938,0.062,185,2,Fold03.Rep3
N,S,1,0,198,2,Fold03.Rep3
S,S,0.288,0.712,201,2,Fold03.Rep3
N,S,0.926,0.074,204,2,Fold03.Rep3
N,N,0.894,0.106,11,2,Fold04.Rep3
N,N,0.894,0.106,21,2,Fold04.Rep3
N,N,0.944,0.056,25,2,Fold04.Rep3
N,N,1,0,41,2,Fold04.Rep3
N,N,0.762,0.238,44,2,Fold04.Rep3
N,N,0.99,0.01,69,2,Fold04.Rep3
N,N,0.944,0.056,71,2,Fold04.Rep3
N,N,0.902,0.098,83,2,Fold04.Rep3
N,N,0.944,0.056,89,2,Fold04.Rep3
N,N,1,0,96,2,Fold04.Rep3
N,N,0.99,0.01,101,2,Fold04.Rep3
N,N,0.902,0.098,104,2,Fold04.Rep3
N,N,0.952,0.048,139,2,Fold04.Rep3
N,N,0.894,0.106,140,2,Fold04.Rep3
N,S,0.938,0.062,146,2,Fold04.Rep3
S,S,0.388,0.612,148,2,Fold04.Rep3
N,S,0.99,0.01,158,2,Fold04.Rep3
N,S,0.768,0.232,174,2,Fold04.Rep3
N,S,0.952,0.048,178,2,Fold04.Rep3
N,S,0.902,0.098,199,2,Fold04.Rep3
N,N,0.948,0.052,3,2,Fold05.Rep3
N,N,0.998,0.002,4,2,Fold05.Rep3
N,N,0.864,0.136,16,2,Fold05.Rep3
N,N,0.998,0.002,29,2,Fold05.Rep3
N,N,0.922,0.078,40,2,Fold05.Rep3
N,N,0.828,0.172,80,2,Fold05.Rep3
N,N,0.998,0.002,86,2,Fold05.Rep3
N,N,1,0,98,2,Fold05.Rep3
N,N,0.948,0.052,99,2,Fold05.Rep3
N,N,0.948,0.052,100,2,Fold05.Rep3
N,N,0.828,0.172,113,2,Fold05.Rep3
N,N,0.828,0.172,125,2,Fold05.Rep3
N,N,0.998,0.002,127,2,Fold05.Rep3
N,N,0.974,0.026,128,2,Fold05.Rep3
N,S,0.852,0.148,156,2,Fold05.Rep3
S,S,0.434,0.566,159,2,Fold05.Rep3
N,S,0.918,0.082,160,2,Fold05.Rep3
N,S,0.828,0.172,168,2,Fold05.Rep3
N,S,0.948,0.052,173,2,Fold05.Rep3
N,S,0.994,0.006,197,2,Fold05.Rep3
N,N,0.97,0.03,13,2,Fold06.Rep3
N,N,0.884,0.116,20,2,Fold06.Rep3
S,N,0.296,0.704,32,2,Fold06.Rep3
N,N,0.97,0.03,43,2,Fold06.Rep3
N,N,0.812,0.188,46,2,Fold06.Rep3
N,N,0.858,0.142,49,2,Fold06.Rep3
N,N,0.946,0.054,58,2,Fold06.Rep3
S,N,0.342,0.658,74,2,Fold06.Rep3
N,N,0.936,0.064,77,2,Fold06.Rep3
N,N,0.946,0.054,84,2,Fold06.Rep3
N,N,0.66,0.34,87,2,Fold06.Rep3
N,N,0.97,0.03,103,2,Fold06.Rep3
N,N,0.732,0.268,108,2,Fold06.Rep3
N,N,0.884,0.116,120,2,Fold06.Rep3
N,N,0.922,0.078,142,2,Fold06.Rep3
N,S,0.954,0.046,162,2,Fold06.Rep3
N,S,0.97,0.03,163,2,Fold06.Rep3
S,S,0.296,0.704,164,2,Fold06.Rep3
N,S,0.954,0.046,182,2,Fold06.Rep3
N,S,0.812,0.188,191,2,Fold06.Rep3
N,S,0.66,0.34,193,2,Fold06.Rep3
N,N,1,0,19,2,Fold07.Rep3
N,N,0.868,0.132,23,2,Fold07.Rep3
N,N,0.988,0.012,26,2,Fold07.Rep3
N,N,0.56,0.44,39,2,Fold07.Rep3
N,N,0.992,0.008,42,2,Fold07.Rep3
N,N,0.658,0.342,65,2,Fold07.Rep3
S,N,0.402,0.598,67,2,Fold07.Rep3
N,N,0.898,0.102,79,2,Fold07.Rep3
N,N,0.94,0.06,95,2,Fold07.Rep3
N,N,0.936,0.064,116,2,Fold07.Rep3
